X,Y,objectid,match_addr,company_name,nace_rev_2_code,kod,interval,odvětví,industry
16.6040807200001,49.200968276,8181,"Mezírka 775/1, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",STL CZ s.r.o.,5229,52,25 - 49,Těžba hnědého uhlí,Mining of lignite
16.6137866290001,49.199725911,8182,"Příkop 838/6, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj","GYP LOGISTICS, a.s.",5229,52,25 - 49,Těžba hnědého uhlí,Mining of lignite
16.6071183220001,49.2017983360001,8183,"Lidická 700/19, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Kredoline s.r.o.,5229,52,25 - 49,Těžba hnědého uhlí,Mining of lignite
16.6115628260001,49.2140154630001,8184,"Sportovní 586/2c, 602 00, Ponava, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj","MASADA,a.s.",149,14,25 - 49,Živočišná výroba,Animal production
16.639563663,49.1784971060001,8185,"Charbulova 1251/170, 618 00, Černovice, Brno-Černovice, Brno, Brno-město, Jihomoravský kraj",šenk REALIZACE s.r.o.,4334,43,25 - 49,Specializované stavební činnosti,Specialised construction activities
16.598605661,49.199691838,8186,"Gorkého 64/15, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Aspena, s.r.o.",7430,74,25 - 49,"Ostatní odborné, vědecké a technické činnosti","Other professional, scientific and technical activities"
16.647055241,49.226605668,8187,"Obřanská 929/128, 614 00, Maloměřice, Brno-Maloměřice a Obřany, Brno, Brno-město, Jihomoravský kraj","Happy Care Centre, z.s.",9499,94,25 - 49,Činnosti organizací sdružujících osoby za účelem prosazování společných a veřejných zájmů,Activities of membership organisations
16.595569987,49.1801227350001,8188,"Vídeňská 546/55, 639 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj","L.K. Engineering, s.r.o.",711,71,25 - 49,Těžba železných rud,Mining of iron ores
16.602249945,49.1911375190001,8189,"Anenská 10/10, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Sdruženípestounských rodin z.s.,8899,88,25 - 49,Ambulantní nebo terénní sociální služby,Social work activities without accommodation
16.5714135100001,49.2172330660001,8190,"Zemkova 1143/4, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",ZAJEDNO s.r.o.,55,55,25 - 49,Poskytování ubytování,Accommodation
16.6018246470001,49.16755449,8191,"Pražákova 1027/53, 619 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Hangar Rockets Brno, z.s.",9312,93,25 - 49,"Činnosti v oblasti sportu, zábavy a rekreace",Sports activities and amusement and recreation activities
16.601127273,49.2026242470001,8192,"Kounicova 684/16, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Vyššíodborná škola zdravotnická Brno, príspevková organizace",8542,85,25 - 49,Vzdělávání,Education
16.678967158,49.168496658,8193,"Tuřanka 1222/115, 627 00, Slatina, Brno-Slatina, Brno, Brno-město, Jihomoravský kraj",ABCentrum Brno s.r.o.,4520,45,25 - 49,"Velkoobchod, maloobchod a opravy motorových vozidel",Wholesale and retail trade and repair of motor vehicles and motorcycles
16.6040307640001,49.19214142,8194,"Pekařská 400/7, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",ThyssenKrupp Industrial Solutions (CZ) s.r.o.,711,71,25 - 49,Těžba železných rud,Mining of iron ores
16.6111198420001,49.191700741,8195,"Josefská 425/25, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj",ODEON a.s.,6920,69,25 - 49,Právní a účetnické činnosti,Legal and accounting activities
16.6300766900001,49.1900031960001,8196,"Klíčova 1261/2d, 618 00, Černovice, Brno-Černovice, Brno, Brno-město, Jihomoravský kraj",Akademie Alfadeck z.ú.,8559,85,25 - 49,Vzdělávání,Education
16.503390761,49.219173519,8197,"Kuršova 986/12, 635 00, Bystrc, Brno-Bystrc, Brno, Brno-město, Jihomoravský kraj",K a P O - plus s.r.o.,461,46,25 - 49,Velkoobchod,Wholesale trade
16.6200288000001,49.162663901,8198,"Kšírova 676/259, 619 00, Horní Heršpice, Brno-jih, Brno, Brno-město, Jihomoravský kraj",OKAY Holding a.s.,7010,70,25 - 49,Činnosti řízení podniků a poradenství v oblasti podnikání,Activities of head offices and management consultancy
16.5758982470001,49.2182177720001,8199,"Makovského náměstí 3147/2, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",Link projekt s.r.o.,7111,71,25 - 49,Těžba železných rud,Mining of iron ores
16.5829678800001,49.210662073,8200,"Králova 279/9, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",SB PATROL Group s.r.o.,80,80,25 - 49,Pátrací a bezpečnostní činnosti,Investigation and security activities
16.603791712,49.203652162,8201,"Botanická 599/12, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",BS PAMIR s.r.o.,80,80,25 - 49,Pátrací a bezpečnostní činnosti,Investigation and security activities
16.605033575,49.233597768,8202,"Gustava Broma 164/20, 612 00, Sadová, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",SDMS s.r.o.,38,38,25 - 49,"Sběr odpadů, zpracování odpadů k dalšímu využití a odstraňování odpadů","Waste collection, recovery and disposal activities"
16.5894776010001,49.25131028,8203,"Gromešova 769/4, 621 00, Řečkovice, Brno-Řečkovice a Mokrá Hora, Brno, Brno-město, Jihomoravský kraj","P.F. art, spol. s r.o.",731,73,25 - 49,"Činnosti v oblasti reklamy, průzkumu trhu a vztahů s veřejností","Activities of advertising, market research and public relations"
16.613628127,49.2000691910001,8204,"Příkop 843/4, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",BOSEKA service s.r.o.,8129,81,25 - 49,"Dobývání kamene, písků a jílů","Quarrying of stone, sand and clay"
16.613371054,49.1771762020001,8205,"Vodařská 126/17, 619 00, Horní Heršpice, Brno-jih, Brno, Brno-město, Jihomoravský kraj",AMNproTrade s.r.o.,4779,47,25 - 49,Maloobchod,Retail trade
16.5874871500001,49.189676218,8206,"Hlinky 126/48, 603 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",TA-SERVICE s.r.o.,7430,74,25 - 49,"Ostatní odborné, vědecké a technické činnosti","Other professional, scientific and technical activities"
16.5879310560001,49.1974666520001,8207,"Heinrichova 196/8, 602 00, Stránice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",hedica s.r.o.,8622,86,25 - 49,Zdravotní péče,Human health activities
16.594394509,49.1955174830001,8208,"Úvoz 523/19, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj","ANDO TRANSLATIONS, s.r.o.",7430,74,25 - 49,"Ostatní odborné, vědecké a technické činnosti","Other professional, scientific and technical activities"
16.5651943890001,49.2127587640001,8209,"Sochorova 3209/38, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",COMGUARD a.s.,4651,46,25 - 49,Velkoobchod,Wholesale trade
16.600797948,49.2118876330001,8210,"Ptašínského 311/8, 602 00, Ponava, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",Brand Brothers  s.r.o.,7311,73,25 - 49,"Činnosti v oblasti reklamy, průzkumu trhu a vztahů s veřejností","Activities of advertising, market research and public relations"
16.6190085540001,49.2222588550001,8211,"Křižíkova 3009/72a, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",JONCKERS TRANSLATION & ENGINEERING s.r.o.,6202,62,25 - 49,Těžba zemního plynu,Extraction of natural gas
16.6418166350001,49.228215161,8212,"Zázmolí 578/34, 614 00, Obřany, Brno-Maloměřice a Obřany, Brno, Brno-město, Jihomoravský kraj",CS UKLID Brno s.r.o.,812,81,25 - 49,"Dobývání kamene, písků a jílů","Quarrying of stone, sand and clay"
16.5919806050001,49.2265845040001,8213,"Palackého třída 441/91, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",Nejbaby s.r.o.,47,47,25 - 49,Maloobchod,Retail trade
16.6483774020001,49.2217220360001,8214,"Slaměníkova 316/27, 614 00, Maloměřice, Brno-Maloměřice a Obřany, Brno, Brno-město, Jihomoravský kraj","PELL'S, s.r.o.",4651,46,25 - 49,Velkoobchod,Wholesale trade
16.6326676200001,49.2120761,8215,"Elgartova 689/3, 614 00, Husovice, Brno-sever, Brno, Brno-město, Jihomoravský kraj","Gymnázium Brno, Elgartova, príspevková organizace",8531,85,25 - 49,Vzdělávání,Education
16.6665380530001,49.139940897,8216,"Režná 916/2, 620 00, Tuřany, Brno-Tuřany, Brno, Brno-město, Jihomoravský kraj","DETSKÃ SKUPINA Veselá školicka Zuzanka, z.s.",8899,88,25 - 49,Ambulantní nebo terénní sociální služby,Social work activities without accommodation
16.681246365,49.2115539490001,8217,"Kotlanova 2660/13, 628 00, Líšeň, Brno-Líšeň, Brno, Brno-město, Jihomoravský kraj",Salesiánské stredisko mládeže - dum detía mládeže Brno-Líšen,9499,94,25 - 49,Činnosti organizací sdružujících osoby za účelem prosazování společných a veřejných zájmů,Activities of membership organisations
16.6020367090001,49.20041373,8218,"Slovákova 354/5, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",MobileGear s.r.o.,4779,47,25 - 49,Maloobchod,Retail trade
16.6194425690001,49.2212549130001,8219,"Křižíkova 2960/72, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",Winning Steel s.r.o.,7111,71,25 - 49,Těžba železných rud,Mining of iron ores
16.607380005,49.196607172,8220,"Jakubská 126/11, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj",JK Trust s.r.o.,9002,90,25 - 49,Umělecká tvorba a činnosti v oblasti scénických umění,Arts creation and performing arts activities
16.607037185,49.1888920910001,8221,"Nové sady 988/2, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",SAZKANTREX GROUP s.r.o.,38,38,25 - 49,"Sběr odpadů, zpracování odpadů k dalšímu využití a odstraňování odpadů","Waste collection, recovery and disposal activities"
16.61764155,49.1892637030001,8222,"Vlněna 526/3, 602 00, Trnitá, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Mini Školka Jarní- detská skupina, z.s.",9499,94,25 - 49,Činnosti organizací sdružujících osoby za účelem prosazování společných a veřejných zájmů,Activities of membership organisations
16.616475962,49.1763420770001,8223,"Vodařská 232/2, 619 00, Horní Heršpice, Brno-jih, Brno, Brno-město, Jihomoravský kraj","Kids Academy, z. s.",8510,85,25 - 49,Vzdělávání,Education
16.5979927760001,49.218786149,8224,"Palackého třída 768/12, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj","AP INVESTING, s.r.o.",7111,71,25 - 49,Těžba železných rud,Mining of iron ores
16.5582591190001,49.1794463570001,8225,"Kamínky 287/15, 634 00, Nový Lískovec, Brno-Nový Lískovec, Brno, Brno-město, Jihomoravský kraj",M.E.D. production s.r.o.,80,80,25 - 49,Pátrací a bezpečnostní činnosti,Investigation and security activities
16.5991126820001,49.1888258320001,8226,"Hybešova 308/61, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj","SMOKE pro.cz, s.r.o.",461,46,25 - 49,Velkoobchod,Wholesale trade
16.566258136,49.1755318400001,8227,"Palachovo náměstí 726/2, 625 00, Starý Lískovec, Brno-Starý Lískovec, Brno, Brno-město, Jihomoravský kraj","Erste Grantika Advisory, a.s.",72,72,25 - 49,Těžba neželezných rud,Mining of non-ferrous metal ores
16.5960534550001,49.2222271300001,8228,"Palackého třída 193/64, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj","Arcus - onko a lymfo centrum Brno, z. s.",8690,86,25 - 49,Zdravotní péče,Human health activities
16.648663728,49.1994296940001,8229,"Viniční 1016/165, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj",Základníškola Slunovrat,8531,85,25 - 49,Vzdělávání,Education
16.613628127,49.2000691910001,8230,"Příkop 843/4, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj","MP-SOFT, a.s.",74,74,25 - 49,"Ostatní odborné, vědecké a technické činnosti","Other professional, scientific and technical activities"
16.6334206500001,49.183842246,8231,"Řehořova 1165/5, 618 00, Černovice, Brno-Černovice, Brno, Brno-město, Jihomoravský kraj",Stredníodborná škola MORAVA o.p.s.,8532,85,25 - 49,Vzdělávání,Education
16.640218122,49.193680966,8232,"Stejskalova 415/1, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj",QVB Estate s.r.o.,38,38,25 - 49,"Sběr odpadů, zpracování odpadů k dalšímu využití a odstraňování odpadů","Waste collection, recovery and disposal activities"
16.5779885260001,49.2158600270001,8233,"Foerstrova 3088/2, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",Salesiánské stredisko mládeže - dum detía mládeže Brno - Žabovresky,9499,94,25 - 49,Činnosti organizací sdružujících osoby za účelem prosazování společných a veřejných zájmů,Activities of membership organisations
16.618122923,49.1771922120001,8234,"Jeneweinova 320/50, 617 00, Komárov, Brno-jih, Brno, Brno-město, Jihomoravský kraj","MARAIS, s.r.o.",731,73,25 - 49,"Činnosti v oblasti reklamy, průzkumu trhu a vztahů s veřejností","Activities of advertising, market research and public relations"
16.613628127,49.2000691910001,8235,"Příkop 843/4, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Ceská lékarská komora se sídlem v Olomouci, okresnísdruženíBrno - mesto",9412,94,25 - 49,Činnosti organizací sdružujících osoby za účelem prosazování společných a veřejných zájmů,Activities of membership organisations
16.6106142460001,49.200415993,8236,"třída Kpt. Jaroše 1922/3, 602 00, Černá Pole, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Servis záložních zdroju s.r.o.,952,95,25 - 49,"Opravy a údržba počítačů, výrobků pro osobní potřebu a převážně pro domácnost a motorových vozidel a motocyklů","Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles"
16.628290925,49.234592868,8237,"Okružní 783/39, 638 00, Lesná, Brno-sever, Brno, Brno-město, Jihomoravský kraj",CK CESKÃ‰  KORMIDLO  s.r.o.,7912,79,25 - 49,"Činnosti cestovních agentur, kanceláří a ostatní rezervační a související činnosti","Travel agency, tour operator and other reservation service and related activities"
16.5595582300001,49.171021916,8238,"Labská 269/27, 625 00, Starý Lískovec, Brno-Starý Lískovec, Brno, Brno-město, Jihomoravský kraj",EKO GYMNÃZIUM BRNO o.p.s.,8531,85,25 - 49,Vzdělávání,Education
16.510650076,49.2198498540001,8239,"Ečerova 971/14, 635 00, Bystrc, Brno-Bystrc, Brno, Brno-město, Jihomoravský kraj","Dum pro Julii, z. ú.",8810,88,25 - 49,Ambulantní nebo terénní sociální služby,Social work activities without accommodation
16.616475962,49.1763420770001,8240,"Vodařská 232/2, 619 00, Horní Heršpice, Brno-jih, Brno, Brno-město, Jihomoravský kraj","BEACH ACADEMY VIKTORIA BRNO, z.s.",9312,93,25 - 49,"Činnosti v oblasti sportu, zábavy a rekreace",Sports activities and amusement and recreation activities
16.564570105,49.2127360910001,8241,"Sochorova 3226/40, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",SUPERDENTAL s.r.o.,8623,86,25 - 49,Zdravotní péče,Human health activities
16.639150268,49.1975973260001,8242,"Karáskovo náměstí 2683/11, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj","K 11, spol. s r.o.",8623,86,25 - 49,Zdravotní péče,Human health activities
16.6246934960001,49.1918287330001,8243,"Křenová 531/69a, 602 00, Trnitá, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Jobs Contact Personal, s.r.o.",7729,77,25 - 49,Činnosti v oblasti pronájmu a leasingu,Rental and leasing activities
16.6162200630001,49.191009444,8244,"Mlýnská 326/13, 602 00, Trnitá, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Lunext Solution s.r.o.,80,80,25 - 49,Pátrací a bezpečnostní činnosti,Investigation and security activities
16.6137866290001,49.199725911,8245,"Příkop 838/6, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Eurovalley s.r.o.,7490,74,25 - 49,"Ostatní odborné, vědecké a technické činnosti","Other professional, scientific and technical activities"
16.62433165,49.2074702020001,8246,"Merhautova 956/78, 613 00, Černá Pole, Brno-sever, Brno, Brno-město, Jihomoravský kraj",TwoPromo s.r.o.,7311,73,25 - 49,"Činnosti v oblasti reklamy, průzkumu trhu a vztahů s veřejností","Activities of advertising, market research and public relations"
16.5986117800001,49.2017252460001,8247,"Veveří 476/39, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Centrum prenatálnídiagnostiky s.r.o.,8622,86,25 - 49,Zdravotní péče,Human health activities
16.6032777340001,49.1434450350001,8248,"Vídeňská 11/127, 619 00, Přízřenice, Brno-jih, Brno, Brno-město, Jihomoravský kraj","DOTYK II, o.p.s.",8899,88,25 - 49,Ambulantní nebo terénní sociální služby,Social work activities without accommodation
16.602249945,49.1911375190001,8249,"Anenská 10/10, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Modrá linka, z. s.",8899,88,25 - 49,Ambulantní nebo terénní sociální služby,Social work activities without accommodation
16.5986344950001,49.204626977,8250,"Kounicova 688/26, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Úrad pro dohled nad hospodarením politických stran a politických hnutí,8411,84,25 - 49,"Činnosti v oblasti veřejné správy, obrany a povinného sociálního zabezpečení","Public administration and defence; compulsory social security"
16.598381026,49.212097516,8251,"Šumavská 416/15, 602 00, Ponava, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",knesl kyncl architekti s.r.o.,711,71,25 - 49,Těžba železných rud,Mining of iron ores
16.609466261,49.1930192980001,8252,"Zelný trh 320/21, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Moravské maso, spol. s r.o.",4722,47,25 - 49,Maloobchod,Retail trade
16.606935848,49.2040551640001,8253,"Lidická 1879/48, 602 00, Černá Pole, Brno-střed, Brno, Brno-město, Jihomoravský kraj",System4u a. s.,6209,62,25 - 49,Těžba zemního plynu,Extraction of natural gas
16.598381026,49.212097516,8254,"Šumavská 416/15, 602 00, Ponava, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj","CyberSecurity Hub, z. ú.",9499,94,25 - 49,Činnosti organizací sdružujících osoby za účelem prosazování společných a veřejných zájmů,Activities of membership organisations
16.5408542640001,49.1961079880001,8255,"Stamicova 827/11, 623 00, Kohoutovice, Brno-Kohoutovice, Brno, Brno-město, Jihomoravský kraj","Allium, s.r.o.",620,62,25 - 49,Těžba zemního plynu,Extraction of natural gas
16.6254130830001,49.2007701700001,8256,"Cejl 817/105, 602 00, Zábrdovice, Brno-sever, Brno, Brno-město, Jihomoravský kraj",Invia services s.r.o.,8211,82,25 - 49,"Administrativní, kancelářské a jiné podpůrné činnosti pro podnikání","Office administrative, office support and other business support activities"
16.66223252,49.2091301130001,8257,"Blatnická 4219/4, 628 00, Židenice, Brno-Vinohrady, Brno, Brno-město, Jihomoravský kraj",Tohlejo s.r.o.,9602,96,25 - 49,Poskytování osobních služeb,Personal service activities
16.6806067420001,49.1704746610001,8258,"Tuřanka 240/111, 627 00, Slatina, Brno-Slatina, Brno, Brno-město, Jihomoravský kraj","GEOSTAR, spol. s r.o.",7112,71,25 - 49,Těžba železných rud,Mining of iron ores
16.6009783260001,49.18968548,8259,"Hybešova 724/38, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj","SYSTEMOTRONIC, s.r.o.",461,46,25 - 49,Velkoobchod,Wholesale trade
16.60737506,49.2001883400001,8260,"Moravské náměstí 690/15, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",LIVESEC s.r.o.,80,80,25 - 49,Pátrací a bezpečnostní činnosti,Investigation and security activities
16.629992284,49.2117007590001,8261,"Vranovská 1169/108, 614 00, Husovice, Brno-sever, Brno, Brno-město, Jihomoravský kraj",AAA INSOLVENCE OK v.o.s.,7490,74,25 - 49,"Ostatní odborné, vědecké a technické činnosti","Other professional, scientific and technical activities"
16.633358792,49.1890574660001,8262,"Charbulova 231/3, 618 00, Černovice, Brno-Černovice, Brno, Brno-město, Jihomoravský kraj",Sdruženíprátel folkloru v Brne z.s.,9499,94,25 - 49,Činnosti organizací sdružujících osoby za účelem prosazování společných a veřejných zájmů,Activities of membership organisations
16.6054819230001,49.1949841840001,8263,"Husova 200/16, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj",HOTEL TERMAL MUŠOV a.s.,5510,55,25 - 49,Poskytování ubytování,Accommodation
16.586016294,49.23454266,8264,"Hudcova 487/76a, 612 00, Medlánky, Brno-Medlánky, Brno, Brno-město, Jihomoravský kraj","EGÃŠBrno, a.s.",7219,72,25 - 49,Těžba neželezných rud,Mining of non-ferrous metal ores
16.6300329360001,49.198441594,8265,"Pastrnkova 680/43, 615 00, Zábrdovice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj",THE SAME s.r.o.,8010,80,25 - 49,Pátrací a bezpečnostní činnosti,Investigation and security activities
16.5392185360001,49.191914689,8266,"Potocká 58/7, 623 00, Kohoutovice, Brno-Kohoutovice, Brno, Brno-město, Jihomoravský kraj",LUCKAR s.r.o.,55,55,25 - 49,Poskytování ubytování,Accommodation
16.595525228,49.1634893090001,8267,"Bohunická 493/81, 619 00, Horní Heršpice, Brno-jih, Brno, Brno-město, Jihomoravský kraj",A components s.r.o.,461,46,25 - 49,Velkoobchod,Wholesale trade
16.599417616,49.2034636110001,8268,"Sokolská 291/14, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj","RENADI, o.p.s.",8899,88,25 - 49,Ambulantní nebo terénní sociální služby,Social work activities without accommodation
16.6205869510001,49.188571483,8269,"Řeznická 367/1, 602 00, Trnitá, Brno-střed, Brno, Brno-město, Jihomoravský kraj",MANOLIA Company s.r.o.,381,38,25 - 49,"Sběr odpadů, zpracování odpadů k dalšímu využití a odstraňování odpadů","Waste collection, recovery and disposal activities"
16.6205908060001,49.1762295080001,8270,"Klášterského 731/13, 617 00, Komárov, Brno-jih, Brno, Brno-město, Jihomoravský kraj",free. financníslužby s.r.o.,55,55,25 - 49,Poskytování ubytování,Accommodation
16.5877328240001,49.1983320420001,8271,"Všetičkova 631/31, 602 00, Stránice, Brno-střed, Brno, Brno-město, Jihomoravský kraj","CENTRUM SLUŽEB, s.r.o.",80,80,25 - 49,Pátrací a bezpečnostní činnosti,Investigation and security activities
16.5727126210001,49.233292583,8272,"Purkyňova 649/127, 612 00, Medlánky, Brno-Medlánky, Brno, Brno-město, Jihomoravský kraj",FabLab Brno s.r.o.,855,85,25 - 49,Vzdělávání,Education
16.6672235250001,49.1991235450001,8273,"Jedovnická 2346/8, 628 00, Líšeň, Brno-Líšeň, Brno, Brno-město, Jihomoravský kraj","ZKL,a.s.",702,70,50 - 99,Činnosti řízení podniků a poradenství v oblasti podnikání,Activities of head offices and management consultancy
16.632528816,49.2007376060001,8274,"Šámalova 744/102, 615 00, Zábrdovice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj",Generace Care z.ú.,88,88,25 - 49,Ambulantní nebo terénní sociální služby,Social work activities without accommodation
16.6188514780001,49.2041345820001,8275,"Durďákova 331/11, 613 00, Černá Pole, Brno-sever, Brno, Brno-město, Jihomoravský kraj",Zubnícentrum Durdákova s.r.o.,8623,86,25 - 49,Zdravotní péče,Human health activities
16.606545754,49.2026133510001,8276,"Lidická 965/31, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Cenessto s.r.o.,8623,86,25 - 49,Zdravotní péče,Human health activities
16.662537119,49.209124413,8277,"Blatnická 4217/2, 628 00, Židenice, Brno-Vinohrady, Brno, Brno-město, Jihomoravský kraj",ANEBAR s.r.o.,55,55,25 - 49,Poskytování ubytování,Accommodation
16.609466261,49.1930192980001,8278,"Zelný trh 320/21, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj","DIMICO, s.r.o.",461,46,25 - 49,Velkoobchod,Wholesale trade
16.6224275330001,49.2124581890001,8279,"Jugoslávská 653/99, 613 00, Černá Pole, Brno-sever, Brno, Brno-město, Jihomoravský kraj",LENGAU s.r.o.,461,46,25 - 49,Velkoobchod,Wholesale trade
16.593840298,49.2214066670001,8280,"Slovinská 693/29, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj","SUBTECH, s.r.o.",7112,71,25 - 49,Těžba železných rud,Mining of iron ores
16.5331859130001,49.188777343,8281,"Libušina třída 944/21a, 623 00, Kohoutovice, Brno-Kohoutovice, Brno, Brno-město, Jihomoravský kraj","TESCAN 3DIM, s.r.o.",63,63,25 - 49,"Poskytování počítačové infrastruktury, zpracování dat, hosting a ostatní informační činnosti","Computing infrastructure, data processing, hosting and other information service activities"
16.6204403510001,49.18942715,8282,"Šujanovo náměstí 356/1, 602 00, Trnitá, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Základníškola a materská škola Basic, o.p.s.",853,85,25 - 49,Vzdělávání,Education
16.6108993980001,49.2036514910001,8283,"třída Kpt. Jaroše 1845/26, 602 00, Černá Pole, Brno-střed, Brno, Brno-město, Jihomoravský kraj",ARW s.r.o.,38,38,25 - 49,"Sběr odpadů, zpracování odpadů k dalšímu využití a odstraňování odpadů","Waste collection, recovery and disposal activities"
16.6063371280001,49.196000155,8284,"Česká 166/11, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj","JCMM, z. s. p. o.",9499,94,25 - 49,Činnosti organizací sdružujících osoby za účelem prosazování společných a veřejných zájmů,Activities of membership organisations
16.678967158,49.168496658,8285,"Tuřanka 1222/115, 627 00, Slatina, Brno-Slatina, Brno, Brno-město, Jihomoravský kraj",PS fitness s.r.o.,931,93,25 - 49,"Činnosti v oblasti sportu, zábavy a rekreace",Sports activities and amusement and recreation activities
16.5727126210001,49.233292583,8286,"Purkyňova 649/127, 612 00, Medlánky, Brno-Medlánky, Brno, Brno-město, Jihomoravský kraj",MAIA LABS s.r.o.,72,72,25 - 49,Těžba neželezných rud,Mining of non-ferrous metal ores
16.6200288000001,49.162663901,8287,"Kšírova 676/259, 619 00, Horní Heršpice, Brno-jih, Brno, Brno-město, Jihomoravský kraj",ALFA - RENT TRIA s.r.o.,7311,73,25 - 49,"Činnosti v oblasti reklamy, průzkumu trhu a vztahů s veřejností","Activities of advertising, market research and public relations"
16.524775176,49.2177654430001,8288,"Černého 832/2, 635 00, Bystrc, Brno-Bystrc, Brno, Brno-město, Jihomoravský kraj",B.Letná s.r.o.,3811,38,25 - 49,"Sběr odpadů, zpracování odpadů k dalšímu využití a odstraňování odpadů","Waste collection, recovery and disposal activities"
16.640218122,49.193680966,8289,"Stejskalova 415/1, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj",QTC Construction s.r.o.,38,38,25 - 49,"Sběr odpadů, zpracování odpadů k dalšímu využití a odstraňování odpadů","Waste collection, recovery and disposal activities"
16.607037185,49.1888920910001,8290,"Nové sady 988/2, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj","VTG Engineering, s.r.o.",7112,71,25 - 49,Těžba železných rud,Mining of iron ores
