X,Y,objectid,match_addr,company_name,nace_rev_2_code,kod,interval,odvětví,industry
16.6193310900001,49.1896412660001,1,"Cyrilská 357/14, 602 00, Trnitá, Brno-střed, Brno, Brno-město, Jihomoravský kraj",LAW and ORDER s.r.o.,6832,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.610050395,49.1999048220001,2,"Koliště 1965/13a, 602 00, Černá Pole, Brno-střed, Brno, Brno-město, Jihomoravský kraj","REAL GROUP SDK, s.r.o.",6831,68,10 - 19,Činnosti v oblasti nemovitostí,Real estate activities
16.6055936540001,49.17616589,3,"Pražákova 1008/69, 639 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Národníenergie a.s.,3514,35,6 - 9,"Dodávání elektřiny, plynu, páry a klimatizovaného vzduchu","Electricity, gas, steam and air conditioning supply"
16.590044134,49.2233337500001,4,"Slovanské náměstí 1468/12, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj","Lokomoce, z.s.",9499,94,6 - 9,Činnosti organizací sdružujících osoby za účelem prosazování společných a veřejných zájmů,Activities of membership organisations
16.6117488200001,49.204546846,5,"Vrchlického sad 1893/3, 602 00, Černá Pole, Brno-střed, Brno, Brno-město, Jihomoravský kraj",FIRST BUILDING s.r.o.,236,23,6 - 9,"Sběr a získávání volně rostoucích plodů a materiálů, kromě dřeva",Gathering of wild growing non-wood products
16.613628127,49.2000691910001,6,"Příkop 843/4, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",BOLDO s.r.o.,46,46,6 - 9,Velkoobchod,Wholesale trade
16.605920213,49.201857638,7,"Lidická 1005/23b, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",PANK s.r.o.,461,46,6 - 9,Velkoobchod,Wholesale trade
16.585154802,49.224402485,8,"Berkova 534/92, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",KOLI Stavby s.r.o.,4120,41,6 - 9,Výstavba bytových a nebytových budov,Construction of residential and non-residential buildings
16.6055936540001,49.17616589,9,"Pražákova 1008/69, 639 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Plao Group s.r.o.,10,10,6 - 9,Výroba potravinářských výrobků,Manufacture of food products
16.6581147430001,49.2022164260001,10,"Bořetická 4133/6, 628 00, Židenice, Brno-Vinohrady, Brno, Brno-město, Jihomoravský kraj",Productivity Consulting s.r.o.,702,70,6 - 9,Činnosti řízení podniků a poradenství v oblasti podnikání,Activities of head offices and management consultancy
16.5990918110001,49.216133654,11,"Štefánikova 131/61, 612 00, Ponava, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",ZTB Energo 3 s.r.o.,7120,71,6 - 9,Těžba železných rud,Mining of iron ores
16.6110226120001,49.1975416700001,12,"Rooseveltova 593/10, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj",J.K. accounting s.r.o.,6920,69,6 - 9,Právní a účetnické činnosti,Legal and accounting activities
16.6055936540001,49.17616589,13,"Pražákova 1008/69, 639 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Red Socks Production s.r.o.,1820,18,6 - 9,Tisk a rozmnožování nahraných nosičů,Printing and reproduction of recorded media
16.5833039940001,49.221694837,14,"Královopolská 2804/141, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",KAPIS s.r.o.,6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.6543173220001,49.1440266550001,15,"V pískách 395/16a, 620 00, Holásky, Brno-Tuřany, Brno, Brno-město, Jihomoravský kraj",TOP point s.r.o.,5610,56,6 - 9,Poskytování stravování a podávání nápojů,Food and beverage service activities
16.6077959150001,49.201781237,16,"Lidická 2030/20, 602 00, Černá Pole, Brno-střed, Brno, Brno-město, Jihomoravský kraj","FOR Brno Plus, SE",6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.607037185,49.1888920910001,17,"Nové sady 988/2, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",ELAVENOR s.r.o.,471,47,6 - 9,Maloobchod,Retail trade
16.6399816690001,49.2059795230001,18,"Čejkova 1013/25, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj",gloma s.r.o.,4120,41,6 - 9,Výstavba bytových a nebytových budov,Construction of residential and non-residential buildings
16.6137866290001,49.199725911,19,"Příkop 838/6, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj","FLOP Praha, s.r.o.",6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.5736195430001,49.2311846600001,20,"Kolejní 2906/4, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",Infinity plus družstvo,9999,99,6 - 9,Podpůrné činnosti pro těžbu a dobývání ostatních nerostných surovin,Support activities for other mining and quarrying
16.629859599,49.2174123130001,21,"Kohoutova 1385/26, 613 00, Husovice, Brno-sever, Brno, Brno-město, Jihomoravský kraj",MODERN ENGLISH s.r.o.,855,85,6 - 9,Vzdělávání,Education
16.518390429,49.2174965930001,22,"Adamcova 1220/8, 635 00, Bystrc, Brno-Bystrc, Brno, Brno-město, Jihomoravský kraj","Bytové družstvo ADAMCOVA 8, družstvo",6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.6076442020001,49.1926492370001,23,"Starobrněnská 337/8, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj",INTERESTA CZ s.r.o.,4120,41,6 - 9,Výstavba bytových a nebytových budov,Construction of residential and non-residential buildings
16.582987158,49.200795944,24,"Klácelova 281/1a, 602 00, Stránice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Promo Czech Group s.r.o.,461,46,6 - 9,Velkoobchod,Wholesale trade
16.606244508,49.194357972,25,"Dominikánské náměstí 656/2, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj","PENSIERO, a.s.",6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.607037185,49.1888920910001,26,"Nové sady 988/2, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Yume Anime, s.r.o.",6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.6413120440001,49.193520662,27,"Buzkova 649/9, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj",DARO - INVEST s.r.o.,3320,33,6 - 9,Podpůrné činnosti pro rybolov a akvakulturu,Support activities for fishing and aquaculture
16.6303564780001,49.2099099650001,28,"Nováčkova 1558/27, 614 00, Husovice, Brno-sever, Brno, Brno-město, Jihomoravský kraj",viteam s.r.o.,855,85,6 - 9,Vzdělávání,Education
16.6137866290001,49.199725911,29,"Příkop 838/6, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",VanoTrek  s.r.o.,5610,56,6 - 9,Poskytování stravování a podávání nápojů,Food and beverage service activities
16.6859323520001,49.1813067200001,30,"Rousínovská 1032/6, 627 00, Slatina, Brno-Slatina, Brno, Brno-město, Jihomoravský kraj","UVISTA, s.r.o.",4120,41,6 - 9,Výstavba bytových a nebytových budov,Construction of residential and non-residential buildings
16.613628127,49.2000691910001,31,"Příkop 843/4, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",LT Agency s.r.o.,7810,78,6 - 9,Činnosti související se zaměstnáním,Employment activities
16.643751094,49.221702464,32,"Hamry 84/4, 614 00, Maloměřice, Brno-Maloměřice a Obřany, Brno, Brno-město, Jihomoravský kraj",B4U s.r.o.,4651,46,6 - 9,Velkoobchod,Wholesale trade
16.6364658790001,49.1863118900001,33,"Štolcova 739/54, 618 00, Černovice, Brno-Černovice, Brno, Brno-město, Jihomoravský kraj",Festkon s.r.o.,5610,56,6 - 9,Poskytování stravování a podávání nápojů,Food and beverage service activities
16.590725918,49.2308132580001,34,"Palackého třída 916/158, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj","EMCOM trade, s.r.o.",261,26,6 - 9,Výroba počítačů a elektronických a optických přístrojů a zařízení,"Manufacture of computer, electronic and optical products"
16.6048900770001,49.201952857,35,"Antonínská 561/14, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Restaurace Podloubís.r.o.,5610,56,6 - 9,Poskytování stravování a podávání nápojů,Food and beverage service activities
16.6137866290001,49.199725911,36,"Příkop 838/6, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",HST-PR s.r.o.,461,46,6 - 9,Velkoobchod,Wholesale trade
16.5990918110001,49.216133654,37,"Štefánikova 131/61, 612 00, Ponava, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",Constructor Group s.r.o.,4120,41,6 - 9,Výstavba bytových a nebytových budov,Construction of residential and non-residential buildings
16.536856851,49.1931299400001,38,"Ulička 860/10, 623 00, Kohoutovice, Brno-Kohoutovice, Brno, Brno-město, Jihomoravský kraj",Simple Services s.r.o.,5610,56,6 - 9,Poskytování stravování a podávání nápojů,Food and beverage service activities
16.596005511,49.2093617470001,39,"Klatovská 606/3a, 602 00, Ponava, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",ESTILO CONSULTING a.s.,6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.6298109000001,49.218377741,40,"Lozíbky 1248/61, 614 00, Husovice, Brno-sever, Brno, Brno-město, Jihomoravský kraj",J. E. Steel s.r.o.,257,25,6 - 9,"Výroba kovových výrobků, kromě strojů a zařízení","Manufacture of fabricated metal products, except machinery and equipment"
16.63164771,49.2125752420001,41,"Elgartova 497/12, 614 00, Husovice, Brno-sever, Brno, Brno-město, Jihomoravský kraj",Monderino SE,461,46,6 - 9,Velkoobchod,Wholesale trade
16.589330331,49.25655643,42,"Jehnická 459/11, 621 00, Řečkovice, Brno-Řečkovice a Mokrá Hora, Brno, Brno-město, Jihomoravský kraj","Anglofil, s.r.o.",8559,85,6 - 9,Vzdělávání,Education
16.603244122,49.189361352,43,"Hybešova 985/30, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",VIRTUS GROUP plus s.r.o.,6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.623887241,49.2039607410001,44,"Jugoslávská 769/11, 613 00, Zábrdovice, Brno-sever, Brno, Brno-město, Jihomoravský kraj",Endokrinomedic s.r.o.,8622,86,6 - 9,Zdravotní péče,Human health activities
16.618592477,49.192860755,45,"Vlhká 194/25, 602 00, Trnitá, Brno-střed, Brno, Brno-město, Jihomoravský kraj","GaREP, spol. s r.o.",7219,72,6 - 9,Těžba neželezných rud,Mining of non-ferrous metal ores
16.613628127,49.2000691910001,46,"Příkop 843/4, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",ZV MARKET s.r.o.,3320,33,6 - 9,Podpůrné činnosti pro rybolov a akvakulturu,Support activities for fishing and aquaculture
16.578135377,49.2086134520001,47,"Zeleného 3107/50, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj","TECHNICKÃ‰ SLUŽBY OCHRANY OVZDUŠÃ BRNO, spol. s r.o.",7120,71,6 - 9,Těžba železných rud,Mining of iron ores
16.607037185,49.1888920910001,48,"Nové sady 988/2, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",KENDEX s.r.o.,23,23,6 - 9,"Sběr a získávání volně rostoucích plodů a materiálů, kromě dřeva",Gathering of wild growing non-wood products
16.6142828370001,49.199462677,49,"Příkop 834/8, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",amika koro s.r.o.,55,55,6 - 9,Poskytování ubytování,Accommodation
16.6564245320001,49.19868316,50,"Viniční 4049/235, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj","1. Židenická, s.r.o.",8621,86,6 - 9,Zdravotní péče,Human health activities
16.6108865740001,49.1916533840001,51,"Josefská 425/27, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj","YMZ, s.r.o.",812,81,6 - 9,"Dobývání kamene, písků a jílů","Quarrying of stone, sand and clay"
16.613886709,49.1775557770001,52,"Vodařská 42/12, 619 00, Horní Heršpice, Brno-jih, Brno, Brno-město, Jihomoravský kraj",Domo stavby Brno s.r.o.,4120,41,6 - 9,Výstavba bytových a nebytových budov,Construction of residential and non-residential buildings
16.6277114010001,49.1758266740001,53,"Lomená 709/9, 617 00, Komárov, Brno-jih, Brno, Brno-město, Jihomoravský kraj",Nejlepšíobchod s.r.o.,461,46,6 - 9,Velkoobchod,Wholesale trade
16.630668117,49.209635038,54,"Nováčkova 233/18, 614 00, Husovice, Brno-sever, Brno, Brno-město, Jihomoravský kraj","SKR facility, s.r.o.",3811,38,6 - 9,"Sběr odpadů, zpracování odpadů k dalšímu využití a odstraňování odpadů","Waste collection, recovery and disposal activities"
16.5698991510001,49.1997730590001,55,"Kalvodova 931/27a, 602 00, Stránice, Brno-střed, Brno, Brno-město, Jihomoravský kraj","H-Time, s.r.o.",461,46,6 - 9,Velkoobchod,Wholesale trade
16.6271913040001,49.2231508990001,56,"Halasovo náměstí 597/1, 638 00, Lesná, Brno-sever, Brno, Brno-město, Jihomoravský kraj","MUDr. Iva Musilová Sommernitzová, s.r.o.",8622,86,6 - 9,Zdravotní péče,Human health activities
16.586443436,49.2231988020001,57,"Tyršova 1908/48, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",KRUSKO s.r.o.,4120,41,6 - 9,Výstavba bytových a nebytových budov,Construction of residential and non-residential buildings
16.692252223,49.2112541290001,58,"Chmelnice 2789/45, 628 00, Líšeň, Brno-Líšeň, Brno, Brno-město, Jihomoravský kraj",Servis podnikánís.r.o.,581,58,6 - 9,Vydavatelské činnosti,Publishing activities
16.672764968,49.2055889260001,59,"Houbalova 3044/6a, 628 00, Líšeň, Brno-Líšeň, Brno, Brno-město, Jihomoravský kraj",Adamantina s.r.o.,8623,86,6 - 9,Zdravotní péče,Human health activities
16.6137866290001,49.199725911,60,"Příkop 838/6, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Unotromax s.r.o.,5229,52,6 - 9,Těžba hnědého uhlí,Mining of lignite
16.5715146790001,49.2143649050001,61,"Horova 3215/63, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",KOPU profi s.r.o.,6920,69,6 - 9,Právní a účetnické činnosti,Legal and accounting activities
16.6137866290001,49.199725911,62,"Příkop 838/6, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj","PANORAMA Kociánka, s.r.o.",6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.6212683160001,49.210055223,63,"Trávníky 1585/34, 613 00, Černá Pole, Brno-sever, Brno, Brno-město, Jihomoravský kraj","Gyniq, s.r.o.",8622,86,6 - 9,Zdravotní péče,Human health activities
16.6071183220001,49.2017983360001,64,"Lidická 700/19, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",GIPE TRADE s.r.o.,471,47,6 - 9,Maloobchod,Retail trade
16.613628127,49.2000691910001,65,"Příkop 843/4, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Bineo Bohemia s.r.o.,6920,69,6 - 9,Právní a účetnické činnosti,Legal and accounting activities
16.488888644,49.2040483740001,66,"Bartolomějská 845/33, 641 00, Žebětín, Brno-Žebětín, Brno, Brno-město, Jihomoravský kraj","UNIPIPE Engineering, s.r.o.",7112,71,6 - 9,Těžba železných rud,Mining of iron ores
16.6142464600001,49.201504341,67,"náměstí 28. října 1905/25, 602 00, Černá Pole, Brno-střed, Brno, Brno-město, Jihomoravský kraj",La Paisanita s.r.o.,5610,56,6 - 9,Poskytování stravování a podávání nápojů,Food and beverage service activities
16.6166199630001,49.2003535060001,68,"Příční 844/19a, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Yes and, s.r.o.",855,85,6 - 9,Vzdělávání,Education
16.6003051760001,49.2056629800001,69,"Sušilova 771/6, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Bytové družstvo Sušilova 6, družstvo",6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.609450419,49.197044917,70,"Běhounská 5/18, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Verra Science s.r.o.,10,10,6 - 9,Výroba potravinářských výrobků,Manufacture of food products
16.5871358650001,49.2109763940001,71,"Tábor 881/7, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",Terra PC s.r.o.,4651,46,6 - 9,Velkoobchod,Wholesale trade
16.5866132530001,49.2527477770001,72,"bratří Křičků 1573/44, 621 00, Řečkovice, Brno-Řečkovice a Mokrá Hora, Brno, Brno-město, Jihomoravský kraj",Bytové družstvo ÚLEHLE,6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.6011575310001,49.1972058910001,73,"Marešova 305/14, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",KOSTOLANSKA s.r.o.,6920,69,6 - 9,Právní a účetnické činnosti,Legal and accounting activities
16.595988747,49.201427563,74,"Jiráskova 225/21, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Master Estate, s.r.o.",6831,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.618550735,49.1975794310001,75,"Cejl 926/30, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",REZIDENCE LIDO s.r.o.,6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.6071183220001,49.2017983360001,76,"Lidická 700/19, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj","SVID-Montáže, s.r.o.",256,25,6 - 9,"Výroba kovových výrobků, kromě strojů a zařízení","Manufacture of fabricated metal products, except machinery and equipment"
16.578083577,49.1922527730001,77,"Vinařská 580/17a, 603 00, Pisárky, Brno-střed, Brno, Brno-město, Jihomoravský kraj","PROPERITY Salaso, s.r.o.",461,46,6 - 9,Velkoobchod,Wholesale trade
16.6055936540001,49.17616589,78,"Pražákova 1008/69, 639 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Bavnutferi s.r.o.,6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.5829678800001,49.210662073,79,"Králova 279/9, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",Next Level Consulting s.r.o.,461,46,6 - 9,Velkoobchod,Wholesale trade
16.641249515,49.191169706,80,"Nezamyslova 4498/22a, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj",CEJkovo s.r.o.,256,25,6 - 9,"Výroba kovových výrobků, kromě strojů a zařízení","Manufacture of fabricated metal products, except machinery and equipment"
16.61475147,49.173638075,81,"Kšírova 277/58, 619 00, Horní Heršpice, Brno-jih, Brno, Brno-město, Jihomoravský kraj",LAGRON RIDES s.r.o.,4941,49,6 - 9,Pozemní a potrubní doprava,Land transport and transport via pipelines
16.66223252,49.2091301130001,82,"Blatnická 4219/4, 628 00, Židenice, Brno-Vinohrady, Brno, Brno-město, Jihomoravský kraj","Redhead pro, s.r.o.",461,46,6 - 9,Velkoobchod,Wholesale trade
16.5718652940001,49.178192424,83,"Kamenice 771/34, 625 00, Bohunice, Brno-Bohunice, Brno, Brno-město, Jihomoravský kraj","BioPeta, spol. s r.o.",461,46,6 - 9,Velkoobchod,Wholesale trade
16.55915724,49.1661665720001,84,"Kroupova 427/102a, 625 00, Starý Lískovec, Brno-Starý Lískovec, Brno, Brno-město, Jihomoravský kraj","Guewer CZ, s.r.o.",68,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.602837935,49.192668558,85,"Pellicova 113/3c, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj","AI check, s.r.o.",855,85,6 - 9,Vzdělávání,Education
16.6685316040001,49.2034513310001,86,"Vlkova 2366/3, 628 00, Líšeň, Brno-Líšeň, Brno, Brno-město, Jihomoravský kraj",Cooperating & Technical Solution s.r.o.,256,25,6 - 9,"Výroba kovových výrobků, kromě strojů a zařízení","Manufacture of fabricated metal products, except machinery and equipment"
16.645200996,49.2263393330001,87,"Obřanská 915/101a, 614 00, Maloměřice, Brno-Maloměřice a Obřany, Brno, Brno-město, Jihomoravský kraj","EZAMONT Group, a.s.",3320,33,6 - 9,Podpůrné činnosti pro rybolov a akvakulturu,Support activities for fishing and aquaculture
16.593872065,49.2205488210001,88,"Jungmannova 833/26, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",WOW international spol. s r.o.,464,46,6 - 9,Velkoobchod,Wholesale trade
16.593717838,49.188903113,89,"Křížová 939/12, 603 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",PACAPUCA s.r.o.,256,25,6 - 9,"Výroba kovových výrobků, kromě strojů a zařízení","Manufacture of fabricated metal products, except machinery and equipment"
16.578083577,49.1922527730001,90,"Vinařská 580/17a, 603 00, Pisárky, Brno-střed, Brno, Brno-město, Jihomoravský kraj","KM PROPERITY, s.r.o.",6831,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.652061416,49.196907244,91,"Nopova 791/13, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj","D & V servis, spol. s r. o.",4651,46,6 - 9,Velkoobchod,Wholesale trade
16.6100288540001,49.193145111,92,"Orlí 483/1, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj",ENERGICO s.r.o.,952,95,6 - 9,"Opravy a údržba počítačů, výrobků pro osobní potřebu a převážně pro domácnost a motorových vozidel a motocyklů","Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles"
16.5761545660001,49.246873362,93,"Družstevní 1195/13, 621 00, Řečkovice, Brno-Řečkovice a Mokrá Hora, Brno, Brno-město, Jihomoravský kraj",Accanto s.r.o.,855,85,6 - 9,Vzdělávání,Education
16.588833284,49.220638717,94,"Vodova 1294/28, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj","GAUSSIS, s.r.o.",7112,71,6 - 9,Těžba železných rud,Mining of iron ores
16.568849234,49.2156142690001,95,"Maničky 46/5, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",H&M DataSoft spol. s r.o.,620,62,6 - 9,Těžba zemního plynu,Extraction of natural gas
16.6106142460001,49.200415993,96,"třída Kpt. Jaroše 1922/3, 602 00, Černá Pole, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Lovecké potreby Brno, s.r.o.",461,46,6 - 9,Velkoobchod,Wholesale trade
16.683283838,49.170043622,97,"Šmahova 1438/115a, 627 00, Slatina, Brno-Slatina, Brno, Brno-město, Jihomoravský kraj","FibiCom, s.r.o.",3320,33,6 - 9,Podpůrné činnosti pro rybolov a akvakulturu,Support activities for fishing and aquaculture
16.610925969,49.191300589,98,"Masarykova 413/34, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj",TRESCON Executive Search s.r.o.,74,74,6 - 9,"Ostatní odborné, vědecké a technické činnosti","Other professional, scientific and technical activities"
16.6055936540001,49.17616589,99,"Pražákova 1008/69, 639 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Sorina a.s.,3299,32,6 - 9,Akvakultura,Aquaculture
16.6728832370001,49.2053280810001,100,"Houbalova 3044/6b, 628 00, Líšeň, Brno-Líšeň, Brno, Brno-město, Jihomoravský kraj",STARLING s.r.o.,581,58,6 - 9,Vydavatelské činnosti,Publishing activities
16.570183382,49.217636697,101,"Kroftova 1585/62, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj","BETONDECOR, s.r.o.",6831,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.5957641960001,49.1932906210001,102,"Úvoz 977/18, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Paysandu s.r.o.,14,14,6 - 9,Živočišná výroba,Animal production
16.5509813640001,49.176466674,103,"Oblá 460/81, 634 00, Nový Lískovec, Brno-Nový Lískovec, Brno, Brno-město, Jihomoravský kraj",360 Rethink s.r.o.,58,58,6 - 9,Vydavatelské činnosti,Publishing activities
16.607037185,49.1888920910001,104,"Nové sady 988/2, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",BLISSFULL s.r.o.,1101,11,6 - 9,Pěstování plodin jiných než trvalých,Growing of non-perennial crops
16.645847325,49.2030433840001,105,"Balbínova 1786/30, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj","Tennis Club Brno, spol. s r.o.",9312,93,6 - 9,"Činnosti v oblasti sportu, zábavy a rekreace",Sports activities and amusement and recreation activities
16.6123772120001,49.1952258760001,106,"Kobližná 53/24, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj","MEDIA - PRESS, spol. s r.o.",581,58,6 - 9,Vydavatelské činnosti,Publishing activities
16.5934361220001,49.2201749050001,107,"Jungmannova 1146/33, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj","ADVERS Consulting, s.r.o.",855,85,6 - 9,Vzdělávání,Education
16.612389449,49.1603307980001,108,"K terminálu 507/7, 619 00, Horní Heršpice, Brno-jih, Brno, Brno-město, Jihomoravský kraj",Bytový dum Pegas a.s.,68,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.585935744,49.2615158340001,109,"Brigádnická 121/53, 621 00, Mokrá Hora, Brno-Řečkovice a Mokrá Hora, Brno, Brno-město, Jihomoravský kraj","EDITOR, s.r.o.",7490,74,6 - 9,"Ostatní odborné, vědecké a technické činnosti","Other professional, scientific and technical activities"
16.627804188,49.208067413,110,"Svitavská 471/34, 614 00, Husovice, Brno-sever, Brno, Brno-město, Jihomoravský kraj","ARS,s.r.o.",6832,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.5990918110001,49.216133654,111,"Štefánikova 131/61, 612 00, Ponava, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",SIXMO s.r.o.,68,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.6632500000001,49.204138019,112,"Velkopavlovická 4072/7, 628 00, Židenice, Brno-Vinohrady, Brno, Brno-město, Jihomoravský kraj",SEAMI s.r.o.,23,23,6 - 9,"Sběr a získávání volně rostoucích plodů a materiálů, kromě dřeva",Gathering of wild growing non-wood products
16.6012504030001,49.2050844610001,113,"Botanická 594/5, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj","MEL & THEI, s.r.o.",461,46,6 - 9,Velkoobchod,Wholesale trade
16.6055936540001,49.17616589,114,"Pražákova 1008/69, 639 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Kladenská obchodnía stavebníspolecnost,spol.s r.o. /zkratka KOSS,s.r.o./",74,74,6 - 9,"Ostatní odborné, vědecké a technické činnosti","Other professional, scientific and technical activities"
16.564190405,49.1920368560001,115,"Pisárecká 480/11, 603 00, Pisárky, Brno-střed, Brno, Brno-město, Jihomoravský kraj","LIKA - CZ, s.r.o.",257,25,6 - 9,"Výroba kovových výrobků, kromě strojů a zařízení","Manufacture of fabricated metal products, except machinery and equipment"
