X,Y,objectid_1,zuj,alkohol_vinik,hlavni_pricina,srazka,nasledky,pricina,stav_vozovky,povetrnostni_podm,rozhled,misto_nehody,druh_komun,pneumatiky,druh_pohonu,druh_vozidla,mestska_cast,pohlavi,alkohol,den_v_tydnu,mesic_t,katastr,chovani_chodce,stav_chodce,drogy_chodec,alkohol_chodec,osobni_prepravnik,reflexni_prvky,kategorie_chodce,nasledek,ozn_osoba,zavineni,viditelnost,situovani,osoba,stav_ridic,doba,smrt_po,lz,target_fid_1,join_count_1,objectid,join_count,target_fid,den,vek,smrt_dny,rok_nar,p48a,p59d,rok,tz,smrt,lehce_zran_os,tezce_zran_os,usmrceno_os,id_vozidla,hodina,ovlivneni_ridice,cas,mesic,e,d,id_nehody,datum,hmotna_skoda_1,skoda_vozidlo,globalid
-598866,-1161351,21,Brno-střed,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,nezjištěno/žádné,jízdní kolo,Brno-střed,muž,Ne,čtvrtek,září,Staré Brno,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,4042,1,4042,1,4042,4,25,,1925,3,25,2023,0,0,1,0,0,2,11,1,1141,9,-1161351,-598866,60223001215,2023/09/07 00:00:00+00,30000,20000,001c4ddb-2916-46f9-a0f7-a4255d4fe113
-599248,-1161451,22,Brno-střed,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,"náhlé bezdůvodné snížení rychlosti jízdy, zabrzdění nebo zastavení","povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,elektro,jízdní kolo,Brno-střed,muž,Ne,pátek,září,Staré Brno,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,4045,1,4045,1,4045,5,77,,1977,1,77,2023,0,0,1,0,0,2,19,1,1909,9,-1161451,-599248,60223001227,2023/09/08 00:00:00+00,21000,20000,81728fe2-f70d-4659-8987-32812cb234e8
-597285,-1160130,23,Brno-střed,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,proti příkazu dopravní značky DEJ PŘEDNOST,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,nezjištěno/žádné,jízdní kolo,Brno-střed,muž,Ne,čtvrtek,září,Zábrdovice,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,4053,1,4053,1,4053,4,43,,1943,1,43,2023,0,0,1,0,0,2,8,1,845,9,-1160130,-597285,60223001286,2023/09/21 00:00:00+00,4000,2000,8bf8edd5-1436-4d19-a193-9f5e3336006e
-597767,-1160743,24,Brno-střed,ano,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,nedodržení bezpečné vzdálenosti za vozidlem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,elektro,koloběžka,Brno-střed,muž,"Ano, obsah alkoholu v krvi od 0,5‰ do 0,8‰",pátek,říjen,Město Brno,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",den,,1,4063,1,4063,1,4063,5,28,,1928,3,28,2023,0,0,1,0,0,1,10,1,1035,10,-1160743,-597767,60223001431,2023/10/20 00:00:00+00,80000,80000,3d539280-de7b-46b7-b826-642d44d5a201
-597287.765000001,-1162146.794,25,Brno-jih,nezjišťováno,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda pouze s hmotnou škodou,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,"výjezd z parkoviště, lesní cesty apod. (pol.36=7,8)",komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-jih,,Nezjišťován,úterý,duben,Trnitá,,,,,,,,,,řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na chodníku nebo ostrůvku,,,den,,0,70780,1,70780,1,70780,2,,,,1,,2010,0,0,0,0,0,1,14,,1410,4,-1162146.794,-597287.765,60206100676,2010/04/27 00:00:00+00,30000,0,c8809c10-d0b6-4e05-a7fa-8eee6002a9d5
-598160.447000001,-1160617.744,26,Brno-střed,nezjišťováno,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,při odbočování vlevo,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Nezjišťován,středa,duben,Město Brno,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,70782,1,70782,1,70782,3,26,1,1984,1,84,2010,0,0,1,0,0,2,18,1,1810,4,-1160617.744,-598160.447,60206100686,2010/04/28 00:00:00+00,2000,1000,7bce6068-0f6e-4628-84cb-4b4719b80890
-597453.473999999,-1161671.098,27,Brno-střed,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,proti příkazu dopravní značky DEJ PŘEDNOST,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,sobota,květen,Trnitá,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,70790,1,70790,1,70790,6,48,1,1962,1,62,2010,0,0,1,0,0,2,13,1,1303,5,-1161671.098,-597453.474,60206100845,2010/05/22 00:00:00+00,100000,10000,34b09f31-8cbe-4453-b83e-436b171b8c82
-599212.344000001,-1161787.424,28,Brno-střed,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,pátek,červen,Štýřice,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,70795,1,70795,1,70795,5,57,1,1953,1,53,2010,0,0,1,0,0,2,14,1,1430,6,-1161787.424,-599212.344,60206100932,2010/06/04 00:00:00+00,1000,0,fa55f767-6171-4324-8cb0-aed70603113a
-597616.311999999,-1160385.926,29,Brno-střed,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,jiný druh nesprávného způsobu jízdy,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,čtvrtek,červen,Zábrdovice,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na chodníku nebo ostrůvku,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,70800,1,70800,1,70800,4,59,1,1951,1,51,2010,0,0,1,0,0,1,15,1,1525,6,-1160385.926,-597616.312,60206101034,2010/06/17 00:00:00+00,11000,10000,277a8caa-1e00-43bf-9044-12d449370670
-599257.407000002,-1161402.313,30,Brno-střed,nezjišťováno,nesprávé předjíždění,jiný druh nehody,nehoda s následky na životě nebo zdraví,"při předjíždění došlo k ohrožení předjížděného řidiče vozidla (vynucované zařazení, předjížděný řidič musel prudce brzdit, měnit směr jízdy apod.)","povrch suchý, neznečistěný",neztížené,dobré,"výjezd z parkoviště, lesní cesty apod. (pol.36=7,8)",komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Nezjišťován,čtvrtek,červenec,Staré Brno,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,70807,1,70807,1,70807,4,37,1,1973,1,73,2010,0,0,1,0,0,2,8,1,815,7,-1161402.313,-599257.407,60206101238,2010/07/22 00:00:00+00,1000,1000,a841e150-8c3b-4af8-a9d2-cae60e4a988c
-597960.726,-1160254.793,31,Brno-střed,ano,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,povrch mokrý,déšť,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-střed,muž,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",sobota,červenec,Černá Pole,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,noc,,1,70809,1,70809,1,70809,6,34,1,1976,1,76,2010,0,0,1,0,0,1,22,1,2220,7,-1160254.793,-597960.726,60206101265,2010/07/24 00:00:00+00,41000,40000,d741a57d-9617-42db-bd1d-85982aadd2d7
-599174.557999998,-1160043.139,32,Brno-střed,ne,nesprávé předjíždění,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,"při předjíždění došlo k ohrožení předjížděného řidiče vozidla (vynucované zařazení, předjížděný řidič musel prudce brzdit, měnit směr jízdy apod.)","povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,žena,Ne,úterý,srpen,Veveří,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,70821,1,70821,1,70821,2,28,1,1982,1,82,2010,0,0,1,0,0,2,16,1,1657,8,-1160043.139,-599174.558,60206101474,2010/08/24 00:00:00+00,1000,1000,646ae7a6-4338-4a62-808c-b7389ad4b338
-597693.493000001,-1160447.66,33,Brno-střed,nezjišťováno,nedání přenosti v jízdě,srážka s chodcem,nehoda s následky na životě nebo zdraví,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Nezjišťován,pondělí,září,Zábrdovice,,,,,,,,bez zraněn,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",žádné z uvedenýc,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,0,70826,1,70826,1,70826,1,37,1,1973,1,73,2010,0,0,1,0,0,1,18,1,1800,9,-1160447.66,-597693.493,60206101556,2010/09/06 00:00:00+00,2000,0,87b71ee7-ae4e-4afc-8184-86de4664a3c4
-597566.096000001,-1160575.785,34,Brno-střed,ne,nesprávný způsob jízdy,"srážka s vozidlem zaparkovaným, odstaveným",nehoda pouze s hmotnou škodou,řidič se plně nevěnoval řízení vozidla,povrch mokrý,neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,,jízdní kolo,Brno-střed,chlapec (do 15 let),Ne,pondělí,září,Zábrdovice,,,,,,,,bez zraněn,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,noc,,0,70829,1,70829,1,70829,1,13,1,1997,1,97,2010,0,0,0,0,0,1,21,1,2105,9,-1160575.785,-597566.096,60206101675,2010/09/27 00:00:00+00,11000,1000,576e0df9-8579-4366-b1b8-7d5a07bc8f9f
-599824.958000001,-1161799.914,35,Brno-střed,ne,nesprávný způsob jízdy,havárie,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,,jízdní kolo,Brno-střed,muž,Ne,čtvrtek,květen,Štýřice,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,70853,1,70853,1,70853,4,28,1,1983,1,83,2011,0,0,1,0,0,1,15,1,1525,5,-1161799.914,-599824.958,60206110764,2011/05/05 00:00:00+00,1000,1000,f8caf51c-5360-4c91-a1c1-07e2af2d8b2a
-598602.837000001,-1161033.731,36,Brno-střed,ano,nepřiměřená rychlost jízdy,havárie,nehoda s následky na životě nebo zdraví,nepřizpůsobení rychlosti vlastnostem vozidla a nákladu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,"Ano, obsah alkoholu v krvi 1,5‰ a více",úterý,květen,Staré Brno,,,,,,,,těžké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na kolejích tramvaje,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,den,,0,70860,1,70860,1,70860,2,38,1,1973,1,73,2011,1,0,0,1,0,1,19,1,1940,5,-1161033.731,-598602.837,60206110913,2011/05/24 00:00:00+00,2000,2000,234048e4-0011-4173-acdd-2e1988c264c7
-598946.710999999,-1161683.496,37,Brno-střed,ano,nezaviněno řidičem,jiný druh nehody,nehoda s následky na životě nebo zdraví,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace účelová - polní a lesní cesty atd.,,,jízdní kolo,Brno-střed,muž,"Ano, obsah alkoholu v krvi 1,5‰ a více",pondělí,květen,Staré Brno,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na stezce pro cyklisty,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,70862,1,70862,1,70862,1,44,1,1967,1,67,2011,0,0,1,0,0,1,16,1,1600,5,-1161683.496,-598946.711,60206110951,2011/05/30 00:00:00+00,2000,2000,c28b0eae-9a24-44bb-b8a7-1252ffbc2ef4
-597614.715,-1160623.906,38,Brno-střed,ne,nesprávný způsob jízdy,jiný druh nehody,nehoda s následky na životě nebo zdraví,jiný druh nesprávného způsobu jízdy,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,čtvrtek,červen,Zábrdovice,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,70873,1,70873,1,70873,4,35,1,1976,1,76,2011,0,0,1,0,0,2,7,1,730,6,-1160623.906,-597614.715,60206111157,2011/06/30 00:00:00+00,30000,20000,2c49aee5-8766-471f-90d3-d5f3d047f1df
-600060.261999998,-1161114.43,39,Brno-střed,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,proti příkazu dopravní značky DEJ PŘEDNOST,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,čtvrtek,červen,Staré Brno,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",žádné z uvedenýc,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,70874,1,70874,1,70874,4,20,1,1991,1,91,2011,0,0,1,0,0,1,18,1,1840,6,-1161114.43,-600060.262,60206111164,2011/06/30 00:00:00+00,51000,1000,0a57147f-f74f-4100-95a9-9db69a170a6b
-598376.877999999,-1161396.321,40,Brno-střed,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,pátek,červenec,Staré Brno,,,,,,,,těžké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na kolejích tramvaje,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,0,70887,1,70887,1,70887,5,65,1,1946,1,46,2011,1,0,0,1,0,1,13,1,1315,7,-1161396.321,-598376.878,60206111295,2011/07/22 00:00:00+00,10000,5000,c9d4578f-d2e2-49b0-aace-660cf8ffe192
-597865.776999999,-1161177.071,41,Brno-střed,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,pondělí,září,Město Brno,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,70905,1,70905,1,70905,1,31,1,1980,1,80,2011,0,0,1,0,0,1,15,1,1550,9,-1161177.071,-597865.777,60206111570,2011/09/05 00:00:00+00,10000,0,a66eb044-eebc-4925-85e2-a8a12930d79b
-597805.145,-1161704.908,42,Brno-střed,ano,nesprávný způsob jízdy,havárie,nehoda s následky na životě nebo zdraví,nezvládnutí řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-střed,muž,"Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",čtvrtek,září,Trnitá,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na chodníku nebo ostrůvku,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,den,,1,70908,1,70908,1,70908,4,23,1,1988,1,88,2011,0,0,1,0,0,1,18,1,1840,9,-1161704.908,-597805.145,60206111643,2011/09/15 00:00:00+00,5000,5000,aa919403-4c5e-4177-92eb-9410be67cafd
-599126.298,-1161573.732,43,Brno-střed,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,jiný druh nesprávného způsobu jízdy,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,chlapec (do 15 let),Ne,pátek,září,Staré Brno,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,70917,1,70917,1,70917,5,9,1,2002,1,2,2011,0,0,1,0,0,1,15,1,1530,9,-1161573.732,-599126.298,60206111765,2011/09/30 00:00:00+00,1500,1000,53486f17-153f-4b2a-b1fa-fe875f2d1f95
-598001.057,-1161220.675,44,Brno-střed,ne,nepřiměřená rychlost jízdy,havárie,nehoda s následky na životě nebo zdraví,"nepřizpůsobení rychlosti stavu vozovky (náledí, výtluky, bláto, mokrý povrch apod.)",povrch mokrý,déšť,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace místní,,,jízdní kolo,Brno-střed,žena,Ne,středa,říjen,Město Brno,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,70922,1,70922,1,70922,3,28,1,1983,1,83,2011,0,0,1,0,0,1,14,1,1410,10,-1161220.675,-598001.057,60206111871,2011/10/12 00:00:00+00,0,0,cf1da1af-0085-4404-87b5-f489d7046bc7
-598141.631000001,-1160757.929,45,Brno-střed,ano,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda pouze s hmotnou škodou,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,,jízdní kolo,Brno-střed,muž,"Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",pátek,listopad,Město Brno,,,,,,,,bez zraněn,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",žádné z uvedenýc,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,noc,,0,70924,1,70924,1,70924,5,22,1,1989,1,89,2011,0,0,0,0,0,1,23,1,2325,11,-1160757.929,-598141.631,60206112157,2011/11/18 00:00:00+00,5000,5000,0d266f56-ac35-418d-9b61-510152319dbd
-599182.555,-1160280.598,46,Brno-střed,ne,nesprávný způsob jízdy,jiný druh nehody,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,čtvrtek,květen,Veveří,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,70957,1,70957,1,70957,4,32,1,1980,1,80,2012,0,0,1,0,0,1,17,1,1740,5,-1160280.598,-599182.555,60206120909,2012/05/24 00:00:00+00,0,0,58c4ed0b-ba6d-499b-9d33-679b4b046c8f
-598196.440000001,-1160230.316,47,Brno-střed,ne,nepřiměřená rychlost jízdy,havárie,nehoda s následky na životě nebo zdraví,nepřizpůsobení rychlosti vlastnostem vozidla a nákladu,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,pondělí,červen,Město Brno,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,noc,,1,70968,1,70968,1,70968,1,32,1,1980,1,80,2012,0,0,1,0,0,1,5,1,530,6,-1160230.316,-598196.44,60206121133,2012/06/25 00:00:00+00,0,0,a79d3e05-4b9d-4b31-9d09-ab747356b4ec
-597978.909000002,-1161258.377,48,Brno-střed,ne,nezaviněno řidičem,jiný druh nehody,nehoda s následky na životě nebo zdraví,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,pondělí,červen,Město Brno,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",jiným účastníkem silničního provozu,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,70969,1,70969,1,70969,1,67,1,1945,1,45,2012,0,0,1,0,0,2,13,1,1325,6,-1161258.377,-597978.909,60206121136,2012/06/25 00:00:00+00,2000,1000,210762e8-cb0c-4ff8-a31c-9164aa1e73fb
-600307.041000001,-1161790.566,49,Brno-střed,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,jiný druh nesprávného způsobu jízdy,"povrch suchý, neznečistěný",neztížené,"špatné - vlivem okolní zástavby (budovy, plné zábradlí apod.)","výjezd z parkoviště, lesní cesty apod. (pol.36=7,8)","komunikace účelová - ostatní (parkoviště, odpočívky apod.",,,jízdní kolo,Brno-střed,žena,Ne,středa,červen,Pisárky,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na chodníku nebo ostrůvku,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,70973,1,70973,1,70973,3,47,1,1965,1,65,2012,0,0,1,0,0,2,8,1,808,6,-1161790.566,-600307.041,60206121152,2012/06/27 00:00:00+00,3500,1000,5c793fd4-1a3f-4729-8ca3-ba52e30c0052
-599095.645,-1161050.737,50,Brno-střed,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-střed,muž,Ne,sobota,červenec,Staré Brno,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,70978,1,70978,1,70978,6,36,1,1976,1,76,2012,0,0,1,0,0,2,18,1,1815,7,-1161050.737,-599095.645,60206121212,2012/07/07 00:00:00+00,2000,1000,6b5967fa-46fe-40b2-a8f2-092d2bdbb9f8
